robot_0/q_std,robot_1/q_std,mean_final_energy,_runtime,robot_3/loss,robot_0/q_mean,global_step,total_agent_collisions_per_episode,robot_2/q_std,_timestamp,total_charges_per_episode,total_kills_per_episode,survival_rate,robot_2/loss,robot_3/q_std,_step,episode,robot_0/loss,robot_1/loss,episode_length,std_episode_reward,mean_episode_reward,robot_1/q_mean,robot_2/q_mean,robot_3/q_mean
,,50.75,9.442838167,,,429,0.0,,1763369299.4679968,0.0,0.0,4.0,,,167,167.0,,,2.0,0.42871902220452035,-0.35,,,
,,37.0,9.445934584,,,433,0.0,,1763369299.471296,0.0,0.0,4.0,,,169,169.0,,,2.0,0.414578098794425,-0.615,,,
,,61.25,9.448222542,,,435,0.0,,1763369299.4727051,0.0,0.0,4.0,,,170,170.0,,,2.0,0.4100609710762535,-0.37,,,
,,50.5,9.450435167,,,437,0.0,,1763369299.4753962,0.0,0.0,4.0,,,171,171.0,,,2.0,0.4266365549270245,-0.3525,,,
,,49.5,9.453903542,,,439,0.0,,1763369299.477731,0.0,0.0,4.0,,,172,172.0,,,2.0,0.43453279507995707,-0.2375,,,
,,49.25,9.457118834,,,441,0.0,,1763369299.482377,0.0,0.0,4.0,,,173,173.0,,,2.0,0.6480885356183984,-0.3675,,,
,,74.25,9.458742959,,,443,0.0,,1763369299.484001,0.0,0.0,4.0,,,174,174.0,,,2.0,0.7106686991840854,0.010000000000000007,,,
,,62.75,9.460550375,,,445,0.0,,1763369299.485652,0.0,0.0,4.0,,,175,175.0,,,2.0,0.439715817318413,-0.22999999999999998,,,
,,37.0,9.4619105,,,447,0.0,,1763369299.4872608,0.0,0.0,4.0,,,176,176.0,,,2.0,0.35709767571352236,-0.4875,,,
,,38.0,9.464153084,,,450,0.0,,1763369299.4891388,0.0,0.0,4.0,,,177,177.0,,,3.0,0.5774080013300821,-0.21999999999999997,,,
,,49.5,9.466094792,,,452,0.0,,1763369299.49107,0.0,0.0,4.0,,,178,178.0,,,2.0,0.41685579041198406,-0.3625,,,
,,37.75,9.468961,,,455,0.0,,1763369299.493644,0.0,0.0,4.0,,,179,179.0,,,3.0,0.20670026608594388,-0.345,,,
,,24.75,9.471637334,,,457,0.0,,1763369299.496541,0.0,0.0,4.0,,,180,180.0,,,2.0,0.649519052838329,-0.615,,,
,,61.25,9.473091667,,,459,0.0,,1763369299.4982579,0.0,0.0,4.0,,,181,181.0,,,2.0,0.4100609710762535,-0.37,,,
,,14.75,9.475542334,,,463,0.0,,1763369299.500588,0.0,0.0,4.0,,,182,182.0,,,4.0,0.6533567172685991,-0.44499999999999995,,,
,,38.25,9.477486917,,,465,0.0,,1763369299.5025449,0.0,0.0,4.0,,,183,183.0,,,2.0,0.375066660741794,-0.475,,,
,,0.0,9.4801315,,,467,0.0,,1763369299.505035,0.0,0.0,4.0,,,184,184.0,,,2.0,0.0,-0.99,,,
,,49.5,9.482590834,,,469,0.0,,1763369299.50737,0.0,0.0,4.0,,,185,185.0,,,2.0,0.7541675874764177,-0.2375,,,
,,25.5,9.484758875,,,472,0.0,,1763369299.509859,0.0,0.0,4.0,,,186,186.0,,,3.0,0.02772634126602357,-0.46749999999999997,,,
,,61.25,9.486761292,,,474,0.0,,1763369299.511775,0.0,0.0,4.0,,,187,187.0,,,2.0,0.4100609710762535,-0.37,,,
,,24.5,9.488398,,,476,0.0,,1763369299.5136168,0.0,0.0,4.0,,,188,188.0,,,2.0,0.25,-0.74,,,
,,38.0,9.489911,,,479,0.0,,1763369299.51515,0.0,0.0,4.0,,,189,189.0,,,3.0,0.5774080013300821,-0.21999999999999997,,,
,,26.0,9.491652209,,,482,0.0,,1763369299.516741,0.0,0.0,4.0,,,190,190.0,,,3.0,0.5562092681716118,-0.21249999999999997,,,
,,50.75,9.493072542,,,484,0.0,,1763369299.518367,0.0,0.0,4.0,,,191,191.0,,,2.0,0.5662817320027196,-0.22499999999999998,,,
,,36.5,9.494966959,,,489,0.0,,1763369299.520223,0.0,0.0,4.0,,,192,192.0,,,5.0,0.4236375219453536,-0.21249999999999997,,,
,,37.25,9.496831292,,,491,0.0,,1763369299.52203,0.0,0.0,4.0,,,193,193.0,,,2.0,0.5025124376570196,-0.4875,,,
,,61.5,9.498420167,,,493,0.0,,1763369299.523556,0.0,0.0,4.0,,,194,194.0,,,2.0,0.5579146440092785,-0.2425,,,
,,49.5,9.500831875,,,495,0.0,,1763369299.525871,0.0,0.0,4.0,,,195,195.0,,,2.0,0.649519052838329,-0.365,,,
,,38.25,9.507188084,,,498,0.0,,1763369299.532255,0.0,0.0,4.0,,,196,196.0,,,3.0,0.6620186930895532,-0.09249999999999997,,,
,,37.25,9.510432334,,,500,0.0,,1763369299.5351,0.0,0.0,4.0,,,197,197.0,,,2.0,0.41910619179391756,-0.36,,,
,,49.5,9.517627125,,,504,0.0,,1763369299.542258,0.0,0.0,4.0,,,198,198.0,,,4.0,0.32911813988293015,0.03250000000000003,,,
,,50.5,9.522073625,,,506,0.0,,1763369299.547146,0.0,0.0,4.0,,,199,199.0,,,2.0,0.4266365549270245,-0.3525,,,
,,61.75,9.647268709,,,508,0.0,,1763369299.672532,0.0,0.0,4.0,,,200,200.0,,,2.0,0.5590169943749475,-0.24,,,
,,49.25,9.649296917000001,,,511,0.0,,1763369299.674031,0.0,0.0,4.0,,,201,201.0,,,3.0,0.25,-0.22999999999999998,,,
,,50.25,9.653619625,,,514,0.0,,1763369299.678463,0.0,0.0,4.0,,,202,202.0,,,3.0,0.5508175741568164,-0.21999999999999997,,,
,,49.0,9.656295334,,,516,0.0,,1763369299.681182,0.0,0.0,4.0,,,203,203.0,,,2.0,0.3500267846894006,-0.4925,,,
,,61.75,9.6588865,,,518,0.0,,1763369299.6840231,0.0,0.0,4.0,,,204,204.0,,,2.0,0.4330704330706496,-0.24,,,
,,23.75,9.664870542,,,526,0.0,,1763369299.68693,0.0,0.0,4.0,,,205,205.0,,,8.0,0.8957224737607069,0.3125000000000001,,,
,,61.5,9.672520917,,,528,0.0,,1763369299.697503,0.0,0.0,4.0,,,206,206.0,,,2.0,0.5579146440092785,-0.2425,,,
,,36.25,9.675363167,,,531,0.0,,1763369299.700045,0.0,0.0,4.0,,,207,207.0,,,3.0,0.21365860619221497,-0.61,,,
,,51.25,9.680207834,,,533,0.0,,1763369299.705096,0.0,0.0,4.0,,,208,208.0,,,2.0,0.7110203935190608,0.030000000000000027,,,
,,37.5,9.682848042,,,537,0.0,,1763369299.708044,0.0,0.0,4.0,,,209,209.0,,,4.0,0.3550616143713651,0.03750000000000005,,,
,,35.5,9.686972542,,,542,0.0,,1763369299.7117498,0.0,0.0,4.0,,,210,210.0,,,5.0,0.41030476477857286,-0.35,,,
,,50.75,9.691474417,,,544,0.0,,1763369299.716761,0.0,0.0,4.0,,,211,211.0,,,2.0,0.4424081825644729,-0.22499999999999998,,,
,,37.0,9.695006792000001,,,547,0.0,,1763369299.720065,0.0,0.0,4.0,,,212,212.0,,,3.0,0.5477396735676539,-0.10249999999999998,,,
,,62.0,9.69706575,,,549,0.0,,1763369299.722111,0.0,0.0,4.0,,,213,213.0,,,2.0,0.7106818908625716,0.012500000000000011,,,
,,49.75,9.6995965,,,551,0.0,,1763369299.7246,0.0,0.0,4.0,,,214,214.0,,,2.0,0.8329278180010558,-0.2375,,,
,,51.0,9.701218959,,,553,0.0,,1763369299.72645,0.0,0.0,4.0,,,215,215.0,,,2.0,0.5494258366695182,-0.09749999999999998,,,
,,49.25,9.704517041999999,,,555,0.0,,1763369299.729263,0.0,0.0,4.0,,,216,216.0,,,2.0,0.6480885356183984,-0.3675,,,
,,24.5,9.706672667,,,558,0.0,,1763369299.731606,0.0,0.0,4.0,,,217,217.0,,,3.0,0.5494770240874499,-0.355,,,
,,38.25,9.713996584,,,563,0.0,,1763369299.737399,0.0,0.0,4.0,,,218,218.0,,,5.0,0.591121814857141,-0.19499999999999995,,,
,,36.75,9.717606459,,,565,0.0,,1763369299.7422552,0.0,0.0,4.0,,,219,219.0,,,2.0,0.41081473926820106,-0.6174999999999999,,,
,,62.0,9.720618167,,,567,0.0,,1763369299.745004,0.0,0.0,4.0,,,220,220.0,,,2.0,0.5454527935577926,-0.11249999999999999,,,
,,49.25,9.724178792,,,572,0.0,,1763369299.7486038,0.0,0.0,4.0,,,221,221.0,,,5.0,0.5359337645642416,0.16500000000000004,,,
,,49.25,9.725989292,,,574,0.0,,1763369299.751221,0.0,0.0,4.0,,,222,222.0,,,2.0,0.5448623679425842,-0.365,,,
,,49.5,9.728385167,,,576,0.0,,1763369299.753122,0.0,0.0,4.0,,,223,223.0,,,2.0,0.41685579041198406,-0.3625,,,
,,61.75,9.736499584,,,578,0.0,,1763369299.759192,0.0,0.0,4.0,,,224,224.0,,,2.0,0.7429165498223875,-0.11499999999999999,,,
,,49.5,9.740507875,,,580,0.0,,1763369299.765652,0.0,0.0,4.0,,,225,225.0,,,2.0,0.5,-0.49,,,
,,37.0,9.743068125,,,582,0.0,,1763369299.7679749,0.0,0.0,4.0,,,226,226.0,,,2.0,0.414578098794425,-0.615,,,
,,37.75,9.7470055,,,585,0.0,,1763369299.771507,0.0,0.0,4.0,,,227,227.0,,,3.0,0.37155080406318597,-0.47,,,
,,26.25,9.749463542,,,590,0.0,,1763369299.774697,0.0,0.0,4.0,,,228,228.0,,,5.0,0.44572272771309296,-0.19249999999999992,,,
,,49.25,9.751313125,,,592,0.0,,1763369299.776365,0.0,0.0,4.0,,,229,229.0,,,2.0,0.5448623679425842,-0.365,,,
,,50.75,9.756407542,,,594,0.0,,1763369299.7811751,0.0,0.0,4.0,,,230,230.0,,,2.0,0.44240818256447295,-0.22499999999999998,,,
,,13.25,9.76074175,,,599,0.0,,1763369299.785822,0.0,0.0,4.0,,,231,231.0,,,5.0,0.42388087949328407,-0.32499999999999996,,,
,,38.0,9.762737,,,602,0.0,,1763369299.78789,0.0,0.0,4.0,,,232,232.0,,,3.0,0.56966547200967,-0.34249999999999997,,,
,,49.5,9.765353625,,,604,0.0,,1763369299.790286,0.0,0.0,4.0,,,233,233.0,,,2.0,0.5601506493792541,-0.2375,,,
,,61.5,9.770669209,,,606,0.0,,1763369299.7928078,0.0,0.0,4.0,,,234,234.0,,,2.0,0.4316465568031326,-0.2425,,,
,,61.25,9.774862292,,,608,0.0,,1763369299.799936,0.0,0.0,4.0,,,235,235.0,,,2.0,0.4100609710762535,-0.37,,,
,,36.75,9.77693075,,,610,0.0,,1763369299.801968,0.0,0.0,4.0,,,236,236.0,,,2.0,0.41081473926820106,-0.6174999999999999,,,
,,37.0,9.782080625,,,612,0.0,,1763369299.806697,0.0,0.0,4.0,,,237,237.0,,,2.0,0.6123724356957945,-0.49,,,
,,37.0,9.784698709,,,616,0.0,,1763369299.809925,0.0,0.0,4.0,,,238,238.0,,,4.0,0.23826193569263224,-0.34249999999999997,,,
,,50.5,9.78995175,,,618,0.0,,1763369299.815009,0.0,0.0,4.0,,,239,239.0,,,2.0,0.4266365549270245,-0.3525,,,
,,74.75,9.792505125,,,620,0.0,,1763369299.817599,0.0,0.0,4.0,,,240,240.0,,,2.0,0.8234986338786482,0.39,,,
,,60.5,9.795500084,,,624,0.0,,1763369299.8202398,0.0,0.0,4.0,,,241,241.0,,,4.0,0.41093643060697355,-0.10749999999999998,,,
,,48.25,9.79898025,,,628,0.0,,1763369299.823992,0.0,0.0,4.0,,,242,242.0,,,4.0,0.427375712927162,-0.22999999999999998,,,
,,61.75,9.802198625,,,630,0.0,,1763369299.8268201,0.0,0.0,4.0,,,243,243.0,,,2.0,0.5590169943749475,-0.24,,,
,,49.5,9.806459917,,,632,0.0,,1763369299.831604,0.0,0.0,4.0,,,244,244.0,,,2.0,0.5601506493792541,-0.2375,,,
,,25.5,9.808556209,,,635,0.0,,1763369299.833746,0.0,0.0,4.0,,,245,245.0,,,3.0,0.34770677301427416,-0.47,,,
,,36.5,9.810551375,,,638,0.0,,1763369299.835687,0.0,0.0,4.0,,,246,246.0,,,3.0,0.4101219330881976,-0.36,,,
,,36.5,9.813917,,,642,0.0,,1763369299.8383958,0.0,0.0,4.0,,,247,247.0,,,4.0,0.41535376488001163,-0.3475,,,
,,26.25,9.816352667,,,644,0.0,,1763369299.841474,0.0,0.0,4.0,,,248,248.0,,,2.0,0.5178018443381599,-0.4725,,,
,,36.0,9.8220685,,,649,0.0,,1763369299.8466702,0.0,0.0,4.0,,,249,249.0,,,5.0,0.21089096708963137,-0.345,,,
,,49.5,9.835530917,,,651,0.0,,1763369299.859856,0.0,0.0,4.0,,,250,250.0,,,2.0,0.41685579041198406,-0.3625,,,
,,36.5,9.8407195,,,654,0.0,,1763369299.8655648,0.0,0.0,4.0,,,251,251.0,,,3.0,0.2179879583830263,-0.3575,,,
,,61.5,9.84286575,,,656,0.0,,1763369299.868021,0.0,0.0,4.0,,,252,252.0,,,2.0,0.41233329964968873,-0.3675,,,
,,25.5,9.8455005,,,659,0.0,,1763369299.870137,0.0,0.0,4.0,,,253,253.0,,,3.0,0.37155080406318597,-0.47,,,
,,61.75,9.849310542,,,661,0.0,,1763369299.874499,0.0,0.0,4.0,,,254,254.0,,,2.0,0.5449082491575991,-0.11499999999999999,,,
,,37.75,9.853197,,,664,0.0,,1763369299.8766131,0.0,0.0,4.0,,,255,255.0,,,3.0,0.20670026608594388,-0.345,,,
,,38.5,9.858433042,,,666,0.0,,1763369299.883053,0.0,0.0,4.0,,,256,256.0,,,2.0,0.5154367080447414,-0.475,,,
,,23.75,9.865727084,,,670,0.0,,1763369299.888695,0.0,0.0,4.0,,,257,257.0,,,4.0,0.40935162146985565,-0.6025,,,
,,49.5,9.874772459,,,672,0.0,,1763369299.899882,0.0,0.0,4.0,,,258,258.0,,,2.0,0.5601506493792541,-0.2375,,,
,,37.0,9.879877042,,,674,0.0,,1763369299.905097,0.0,0.0,4.0,,,259,259.0,,,2.0,0.35709767571352236,-0.4875,,,
,,39.25,9.886617542,,,677,0.0,,1763369299.91027,0.0,0.0,4.0,,,260,260.0,,,3.0,0.48210476039964595,-0.20499999999999996,,,
,,50.5,9.891834,,,679,0.0,,1763369299.916428,0.0,0.0,4.0,,,261,261.0,,,2.0,0.4266365549270245,-0.3525,,,
,,24.75,9.894671,,,681,0.0,,1763369299.91922,0.0,0.0,4.0,,,262,262.0,,,2.0,0.4183524232032127,-0.6125,,,
,,51.75,9.896679375,,,684,0.0,,1763369299.921849,0.0,0.0,4.0,,,263,263.0,,,3.0,0.45612498287201947,-0.07999999999999996,,,
,,74.0,9.900576584,,,686,0.0,,1763369299.92557,0.0,0.0,4.0,,,264,264.0,,,2.0,0.7106818908625715,0.007500000000000007,,,
,,49.5,9.904225792,,,688,0.0,,1763369299.928107,0.0,0.0,4.0,,,265,265.0,,,2.0,0.5601506493792541,-0.2375,,,
,,50.5,9.907567834,,,690,0.0,,1763369299.9330099,0.0,0.0,4.0,,,266,266.0,,,2.0,0.4266365549270245,-0.3525,,,
,,48.25,9.914529084,,,694,0.0,,1763369299.936385,0.0,0.0,4.0,,,267,267.0,,,4.0,0.2107723890835799,-0.10499999999999997,,,
,,74.0,9.916674792,,,696,0.0,,1763369299.94167,0.0,0.0,4.0,,,268,268.0,,,2.0,0.4315886351608439,-0.2425,,,
,,38.25,9.922672834,,,698,0.0,,1763369299.945558,0.0,0.0,4.0,,,269,269.0,,,2.0,0.375066660741794,-0.475,,,
,,61.25,9.924913334,,,700,0.0,,1763369299.9501078,0.0,0.0,4.0,,,270,270.0,,,2.0,0.4100609710762535,-0.37,,,
,,61.25,9.931480292,,,702,0.0,,1763369299.952551,0.0,0.0,4.0,,,271,271.0,,,2.0,0.4100609710762535,-0.37,,,
,,36.75,9.96319575,,,704,0.0,,1763369299.987067,0.0,0.0,4.0,,,272,272.0,,,2.0,0.41081473926820106,-0.6174999999999999,,,
,,38.0,9.966690292,,,708,0.0,,1763369299.9915771,0.0,0.0,4.0,,,273,273.0,,,4.0,0.578159796250137,-0.20749999999999996,,,
,,36.5,9.973784167,,,711,0.0,,1763369299.9977448,0.0,0.0,4.0,,,274,274.0,,,3.0,0.5500624964492671,-0.3575,,,
,,15.0,9.976942542,,,714,0.0,,1763369300.00208,0.0,0.0,4.0,,,275,275.0,,,3.0,0.5892951297949102,-0.32749999999999996,,,
,,38.25,9.982357792,,,716,0.0,,1763369300.007094,0.0,0.0,4.0,,,276,276.0,,,2.0,0.375066660741794,-0.475,,,
,,50.75,9.989822542,,,718,0.0,,1763369300.013571,0.0,0.0,4.0,,,277,277.0,,,2.0,0.42871902220452035,-0.35,,,
,,49.0,10.000888667,,,721,0.0,,1763369300.026263,0.0,0.0,4.0,,,278,278.0,,,3.0,0.6144255447163635,0.017500000000000016,,,
,,74.0,10.010571584,,,723,0.0,,1763369300.0334039,0.0,0.0,4.0,,,279,279.0,,,2.0,0.5443057504748595,-0.1175,,,
,,25.0,10.016522167,,,729,0.0,,1763369300.040859,0.0,0.0,4.0,,,280,280.0,,,6.0,0.2645160675649024,-0.31749999999999995,,,
,,61.5,10.030505875,,,731,0.0,,1763369300.0549388,0.0,0.0,4.0,,,281,281.0,,,2.0,0.5579146440092785,-0.2425,,,
,,37.0,10.042824375,,,734,0.0,,1763369300.0676212,0.0,0.0,4.0,,,282,282.0,,,3.0,0.3535533905932738,-0.48,,,
,,62.0,10.047916625,,,736,0.0,,1763369300.0714922,0.0,0.0,4.0,,,283,283.0,,,2.0,0.7937372046212777,0.012500000000000011,,,
,,51.5,10.050334167,,,740,0.0,,1763369300.0750458,0.0,0.0,4.0,,,284,284.0,,,4.0,0.5523755515951082,-0.07249999999999995,,,
,,37.25,10.052871542,,,743,0.0,,1763369300.077539,0.0,0.0,4.0,,,285,285.0,,,3.0,0.6543317201542349,-0.09999999999999998,,,
,,24.75,10.057767459,,,745,0.0,,1763369300.082569,0.0,0.0,4.0,,,286,286.0,,,2.0,0.4183524232032127,-0.6125,,,
,,49.25,10.060520792,,,747,0.0,,1763369300.085218,0.0,0.0,4.0,,,287,287.0,,,2.0,0.49751256265545696,-0.4925,,,
,,49.25,10.064915,,,749,0.0,,1763369300.089673,0.0,0.0,4.0,,,288,288.0,,,2.0,0.49751256265545696,-0.4925,,,
,,1.25,10.067787084,,,752,0.0,,1763369300.092971,0.0,0.0,4.0,,,289,289.0,,,3.0,0.2658477007611689,-0.715,,,
,,63.25,10.073588459,,,754,0.0,,1763369300.097591,0.0,0.0,4.0,,,290,290.0,,,2.0,0.711143445445432,0.025000000000000022,,,
,,24.5,10.077564,,,756,0.0,,1763369300.102137,0.0,0.0,4.0,,,291,291.0,,,2.0,0.25,-0.74,,,
,,49.0,10.080018625,,,758,0.0,,1763369300.1051,0.0,0.0,4.0,,,292,292.0,,,2.0,0.3500267846894006,-0.4925,,,
,,49.0,10.08197675,,,760,0.0,,1763369300.1072562,0.0,0.0,4.0,,,293,293.0,,,2.0,0.3500267846894006,-0.4925,,,
,,61.75,10.085617875,,,762,0.0,,1763369300.109354,0.0,0.0,4.0,,,294,294.0,,,2.0,0.4330704330706496,-0.24,,,
,,24.5,10.108855292,,,764,0.0,,1763369300.126984,0.0,0.0,4.0,,,295,295.0,,,2.0,0.25,-0.74,,,
,,50.75,10.110667084,,,766,0.0,,1763369300.135797,0.0,0.0,4.0,,,296,296.0,,,2.0,0.42871902220452035,-0.35,,,
,,61.75,10.113601125,,,768,0.0,,1763369300.138046,0.0,0.0,4.0,,,297,297.0,,,2.0,0.414578098794425,-0.365,,,
,,49.5,10.116248209,,,770,0.0,,1763369300.140644,0.0,0.0,4.0,,,298,298.0,,,2.0,0.7541675874764177,-0.2375,,,
,,24.75,10.119484917,,,773,0.0,,1763369300.144332,0.0,0.0,4.0,,,299,299.0,,,3.0,0.6164566083675315,-0.4775,,,
,,61.75,10.273050709,,,775,0.0,,1763369300.29756,0.0,0.0,4.0,,,300,300.0,,,2.0,0.4330704330706496,-0.24,,,
,,37.0,10.27609725,,,777,0.0,,1763369300.301253,0.0,0.0,4.0,,,301,301.0,,,2.0,0.3570976757135224,-0.4875,,,
,,49.25,10.282688875,,,779,0.0,,1763369300.307638,0.0,0.0,4.0,,,302,302.0,,,2.0,0.3535533905932738,-0.49,,,
,,61.75,10.2910925,,,781,0.0,,1763369300.3163369,0.0,0.0,4.0,,,303,303.0,,,2.0,0.649519052838329,-0.11499999999999999,,,
,,49.25,10.293044125,,,783,0.0,,1763369300.318274,0.0,0.0,4.0,,,304,304.0,,,2.0,0.5448623679425842,-0.365,,,
,,49.25,10.307115542,,,785,0.0,,1763369300.320081,0.0,0.0,4.0,,,305,305.0,,,2.0,0.6480885356183984,-0.3675,,,
,,37.0,10.31284975,,,787,0.0,,1763369300.336558,0.0,0.0,4.0,,,306,306.0,,,2.0,0.414578098794425,-0.615,,,
,,61.5,10.318032292,,,789,0.0,,1763369300.342282,0.0,0.0,4.0,,,307,307.0,,,2.0,0.41233329964968873,-0.3675,,,
,,49.5,10.332571125,,,791,0.0,,1763369300.357894,0.0,0.0,4.0,,,308,308.0,,,2.0,0.5601506493792541,-0.2375,,,
,,37.25,10.33810675,,,795,0.0,,1763369300.362754,0.0,0.0,4.0,,,309,309.0,,,4.0,0.36121323342314027,0.03500000000000003,,,
,,24.25,10.3412435,,,799,0.0,,1763369300.3665102,0.0,0.0,4.0,,,310,310.0,,,4.0,0.41697571871752914,-0.5974999999999999,,,
,,35.75,10.374889417,,,803,0.0,,1763369300.399754,0.0,0.0,4.0,,,311,311.0,,,4.0,0.26,-0.22999999999999998,,,
,,61.5,10.380003459,,,805,0.0,,1763369300.405129,0.0,0.0,4.0,,,312,312.0,,,2.0,0.5579146440092785,-0.2425,,,
,,48.5,10.382115834,,,808,0.0,,1763369300.407288,0.0,0.0,4.0,,,313,313.0,,,3.0,0.20932928605429293,-0.3625,,,
,,36.25,10.38370525,,,811,0.0,,1763369300.4090629,0.0,0.0,4.0,,,314,314.0,,,3.0,0.2194310825749169,-0.36,,,
,,12.25,10.385170042,,,813,0.0,,1763369300.410288,0.0,0.0,4.0,,,315,315.0,,,2.0,0.21650635094610965,-0.865,,,
,,52.0,10.38747075,,,816,0.0,,1763369300.412617,0.0,0.0,4.0,,,316,316.0,,,3.0,0.6808588326518207,-0.07749999999999996,,,
,,62.0,10.389434,,,818,0.0,,1763369300.4146,0.0,0.0,4.0,,,317,317.0,,,2.0,0.7433160498738071,-0.11249999999999999,,,
,,61.5,10.392050834,,,820,0.0,,1763369300.417286,0.0,0.0,4.0,,,318,318.0,,,2.0,0.4123332996496888,-0.3675,,,
,,24.5,10.394964,,,822,0.0,,1763369300.419866,0.0,0.0,4.0,,,319,319.0,,,2.0,0.25,-0.74,,,
,,41.0,10.397396042,,,825,0.0,,1763369300.4220679,0.0,0.0,4.0,,,320,320.0,,,3.0,0.6686693876647861,-0.062499999999999944,,,
,,49.0,10.399702292,,,827,0.0,,1763369300.424201,0.0,0.0,4.0,,,321,321.0,,,2.0,0.3500267846894006,-0.4925,,,
,,62.75,10.42430225,,,829,0.0,,1763369300.4477692,0.0,0.0,4.0,,,322,322.0,,,2.0,0.439715817318413,-0.22999999999999998,,,
,,37.0,10.427197042,,,831,0.0,,1763369300.4522061,0.0,0.0,4.0,,,323,323.0,,,2.0,0.5000499975002499,-0.49,,,
,,50.75,10.429676,,,833,0.0,,1763369300.454717,0.0,0.0,4.0,,,324,324.0,,,2.0,0.42871902220452035,-0.35,,,
,,35.75,10.445575542,,,839,0.0,,1763369300.458207,0.0,0.0,4.0,,,325,325.0,,,6.0,0.4299127818523195,-0.08499999999999994,,,
,,49.75,10.450677709,,,842,0.0,,1763369300.4755268,0.0,0.0,4.0,,,326,326.0,,,3.0,0.42290660907581,-0.35,,,
,,27.75,10.456888,,,847,0.0,,1763369300.4807382,0.0,0.0,4.0,,,327,327.0,,,5.0,0.04387482193696064,0.07500000000000008,,,
,,61.25,10.464506334,,,849,0.0,,1763369300.4850109,0.0,0.0,4.0,,,328,328.0,,,2.0,0.4100609710762535,-0.37,,,
,,24.5,10.4674875,,,851,0.0,,1763369300.4917288,0.0,0.0,4.0,,,329,329.0,,,2.0,0.25,-0.74,,,
,,51.5,10.474804417,,,854,0.0,,1763369300.49895,0.0,0.0,4.0,,,330,330.0,,,3.0,0.5969244089497431,-0.20749999999999996,,,
,,24.25,10.479262375,,,857,0.0,,1763369300.503115,0.0,0.0,4.0,,,331,331.0,,,3.0,0.21510172012329426,-0.6074999999999999,,,
,,61.75,10.482394417,,,859,0.0,,1763369300.5072541,0.0,0.0,4.0,,,332,332.0,,,2.0,0.7429165498223874,-0.11499999999999999,,,
,,49.0,10.485712709,,,861,0.0,,1763369300.5106921,0.0,0.0,4.0,,,333,333.0,,,2.0,0.3500267846894006,-0.4925,,,
,,62.0,10.489248959,,,863,0.0,,1763369300.514195,0.0,0.0,4.0,,,334,334.0,,,2.0,0.7433160498738071,-0.11249999999999999,,,
