robot_2/q_mean,robot_1/q_std,robot_2/q_std,robot_1/q_mean,epsilon,_timestamp,episode,mean_final_energy,global_step,robot_1/loss,robot_3/loss,_step,std_episode_reward,total_kills_per_episode,total_charges_per_episode,_runtime,robot_2/loss,robot_3/q_mean,episode_length,total_agent_collisions_per_episode,mean_episode_reward,robot_0/loss,robot_0/q_std,robot_3/q_std,survival_rate,robot_0/q_mean
,,,,1.0,1763425235.19367,0.0,23.75,4,,,0,0.35365060441062446,0.0,2.0,17.715271618,,,4.0,1.0,-0.4775,,,,2.0,
,,,,1.0,1763425235.2035718,1.0,38.5,6,,,1,0.43083494519363214,0.0,2.0,17.724839982,,,2.0,0.0,-0.3475,,,,3.0,
,,,,1.0,1763425235.2189062,7.0,50.75,22,,,7,0.42255177197593197,0.0,3.0,17.73980082,,,3.0,2.0,-0.08999999999999997,,,,3.0,
,,,,1.0,1763425235.2199757,8.0,74.0,24,,,8,0.6123877448153253,0.0,2.0,17.740823371,,,2.0,1.0,0.007500000000000007,,,,3.0,
,,,,1.0,1763425235.22103,9.0,49.25,26,,,9,0.4146383966783588,0.0,1.0,17.742067549,,,2.0,0.0,-0.365,,,,3.0,
,,,,1.0,1763425235.2234075,11.0,61.75,30,,,11,0.5449082491575991,0.0,2.0,17.744433199,,,2.0,0.0,-0.11499999999999999,,,,3.0,
,,,,1.0,1763425235.229604,16.0,24.75,46,,,16,0.649519052838329,0.0,1.0,17.750488781,,,2.0,0.0,-0.615,,,,1.0,
,,,,1.0,1763425235.2419908,27.0,0.0,75,,,27,0.21650635094610965,1.0,1.0,17.762844975,,,4.0,2.0,-0.845,,,,0.0,
,,,,1.0,1763425235.2430544,28.0,74.0,77,,,28,0.5443057504748594,0.0,1.0,17.763896093,,,2.0,0.0,-0.1175,,,,3.0,
,,,,1.0,1763425235.2486863,33.0,49.0,91,,,33,0.3500267846894006,0.0,0.0,17.769560711,,,2.0,1.0,-0.4925,,,,3.0,
,,,,1.0,1763425235.257688,41.0,49.0,113,,,41,0.5624222168442495,0.0,2.0,17.778581579,,,3.0,1.0,-0.23249999999999998,,,,3.0,
,,,,1.0,1763425235.259884,43.0,61.5,118,,,43,0.6510136327297609,0.0,2.0,17.780760999,,,3.0,1.0,-0.10749999999999998,,,,3.0,
,,,,1.0,1763425235.2609205,44.0,49.0,120,,,44,0.3500267846894006,0.0,0.0,17.781789484,,,2.0,0.0,-0.4925,,,,3.0,
,,,,1.0,1763425235.262982,46.0,61.75,124,,,46,0.4330704330706496,0.0,1.0,17.783848265,,,2.0,0.0,-0.24,,,,3.0,
,,,,1.0,1763425235.2640412,47.0,49.5,126,,,47,0.649519052838329,0.0,1.0,17.784906659,,,2.0,1.0,-0.365,,,,2.0,
,,,,1.0,1763425235.2650962,48.0,61.5,128,,,48,0.5579146440092785,0.0,1.0,17.785963486,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425235.2696092,52.0,50.75,139,,,52,0.5662817320027196,0.0,2.0,17.790482537,,,2.0,0.0,-0.22499999999999998,,,,3.0,
,,,,1.0,1763425235.2764406,58.0,49.75,155,,,58,0.7437405461584032,0.0,3.0,17.797505344,,,2.0,1.0,-0.10999999999999999,,,,3.0,
,,,,1.0,1763425235.2789364,60.0,49.25,161,,,60,0.8284133931799992,0.0,2.0,17.799793239,,,3.0,0.0,-0.23249999999999998,,,,2.0,
,,,,1.0,1763425235.2800076,61.0,37.0,163,,,61,0.6123724356957945,0.0,1.0,17.800855952,,,2.0,2.0,-0.48999999999999994,,,,2.0,
,,,,1.0,1763425235.2831883,64.0,49.25,169,,,64,0.5448623679425842,0.0,1.0,17.80406445,,,2.0,2.0,-0.365,,,,3.0,
,,,,1.0,1763425235.286408,67.0,62.0,176,,,67,0.7106818908625715,0.0,3.0,17.80734711,,,2.0,0.0,0.012500000000000011,,,,3.0,
,,,,1.0,1763425235.2933018,73.0,36.75,194,,,73,0.8246931247439863,0.0,2.0,17.814169272,,,4.0,2.0,-0.3474999999999999,,,,2.0,
,,,,1.0,1763425235.2943544,74.0,49.5,196,,,74,0.7541675874764177,0.0,2.0,17.81524038,,,2.0,1.0,-0.2375,,,,3.0,
,,,,1.0,1763425235.2981234,77.0,48.75,204,,,77,0.35003571246374277,0.0,0.0,17.81902751,,,3.0,0.0,-0.485,,,,3.0,
,,,,1.0,1763425235.2992966,78.0,36.25,207,,,78,0.3465093793824346,1.0,1.0,17.820145475,,,3.0,2.0,-0.4875,,,,2.0,
,,,,1.0,1763425235.3071735,85.0,49.0,226,,,85,0.9582275303913992,2.0,5.0,17.828034689,,,4.0,4.0,0.15000000000000002,,,,2.0,
,,,,1.0,1763425235.310397,88.0,49.25,232,,,88,0.4146383966783588,0.0,1.0,17.831247199,,,2.0,0.0,-0.365,,,,3.0,
,,,,1.0,1763425235.317074,94.0,37.0,247,,,94,0.414578098794425,0.0,0.0,17.837943327,,,2.0,2.0,-0.615,,,,2.0,
,,,,1.0,1763425235.3224168,99.0,24.75,257,,,99,0.4183524232032127,0.0,1.0,17.843328095,,,2.0,0.0,-0.6125,,,,2.0,
,,,,1.0,1763425235.3335185,102.0,39.25,266,,,102,0.42355637169094745,0.0,4.0,17.854431486,,,3.0,1.0,-0.07999999999999996,,,,3.0,
,,,,1.0,1763425235.3357015,104.0,61.5,270,,,104,0.4316465568031326,0.0,1.0,17.856545414,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425235.3379407,106.0,36.0,276,,,106,0.21217622392718746,0.0,0.0,17.858815423,,,3.0,3.0,-0.6125,,,,3.0,
,,,,1.0,1763425235.3410962,109.0,36.75,282,,,109,0.41081473926820106,0.0,0.0,17.861954047,,,2.0,0.0,-0.6174999999999999,,,,2.0,
,,,,1.0,1763425235.3446693,112.0,61.5,290,,,112,0.5579146440092785,0.0,1.0,17.865525109,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425235.3525946,119.0,36.5,305,,,119,0.34651839777997356,0.0,1.0,17.873514671,,,3.0,1.0,-0.485,,,,2.0,
,,,,1.0,1763425235.353759,120.0,37.0,307,,,120,0.5000499975002499,0.0,1.0,17.874665457,,,2.0,0.0,-0.49,,,,2.0,
,,,,1.0,1763425235.3559136,122.0,49.75,311,,,122,0.7437405461584032,0.0,3.0,17.876751541,,,2.0,0.0,-0.10999999999999999,,,,3.0,
,,,,1.0,1763425235.3581104,124.0,24.25,316,,,124,0.21510172012329423,0.0,1.0,17.878970792,,,3.0,3.0,-0.6074999999999999,,,,2.0,
,,,,1.0,1763425235.3699958,133.0,49.0,342,,,133,0.3500267846894006,0.0,0.0,17.890828455,,,2.0,0.0,-0.4925,,,,3.0,
,,,,1.0,1763425235.373395,136.0,49.25,350,,,136,0.3535533905932738,0.0,0.0,17.894288888,,,2.0,1.0,-0.49,,,,3.0,
,,,,1.0,1763425235.3816683,143.0,12.0,369,,,143,0.24752525123712127,0.0,1.0,17.902516143,,,3.0,1.0,-0.7324999999999999,,,,1.0,
,,,,1.0,1763425235.3858833,147.0,37.0,377,,,147,0.414578098794425,0.0,0.0,17.906717304,,,2.0,0.0,-0.615,,,,2.0,
,,,,1.0,1763425235.3885112,149.0,38.5,386,,,149,0.41631568550800485,0.0,2.0,17.909393914,,,4.0,1.0,-0.32749999999999996,,,,3.0,
,,,,1.0,1763425235.3896492,150.0,61.5,388,,,150,0.5579146440092785,0.0,1.0,17.910570652,,,2.0,1.0,-0.2425,,,,3.0,
,,,,1.0,1763425235.3931143,153.0,37.0,395,,,153,0.3570976757135224,0.0,1.0,17.913954924,,,2.0,0.0,-0.4875,,,,3.0,
,,,,1.0,1763425235.3955512,155.0,37.0,399,,,155,0.35709767571352236,0.0,1.0,17.916449626,,,2.0,3.0,-0.4875,,,,3.0,
,,,,1.0,1763425235.3981864,157.0,12.0,405,,,157,0.413846287889598,0.0,2.0,17.919344866,,,4.0,3.0,-0.5974999999999999,,,,1.0,
,,,,1.0,1763425235.4037852,161.0,38.25,416,,,161,0.375066660741794,0.0,1.0,17.924796029,,,2.0,2.0,-0.475,,,,3.0,
,,,,1.0,1763425235.4051347,162.0,28.25,419,,,162,0.4741835087811469,0.0,4.0,17.926097099,,,3.0,0.0,-0.18999999999999995,,,,3.0,
,,,,1.0,1763425235.4109263,167.0,50.75,429,,,167,0.42871902220452035,0.0,1.0,17.931855881,,,2.0,0.0,-0.35,,,,3.0,
,,,,1.0,1763425235.4143374,170.0,61.25,435,,,170,0.4100609710762535,0.0,0.0,17.935271737,,,2.0,1.0,-0.37,,,,3.0,
,,,,1.0,1763425235.416812,172.0,49.5,439,,,172,0.43453279507995707,0.0,2.0,17.937787051,,,2.0,1.0,-0.2375,,,,3.0,
,,,,1.0,1763425235.4191103,174.0,74.25,443,,,174,0.7106686991840854,0.0,2.0,17.940032936,,,2.0,0.0,0.010000000000000007,,,,3.0,
,,,,1.0,1763425235.4263675,180.0,24.75,457,,,180,0.649519052838329,0.0,1.0,17.94729616,,,2.0,0.0,-0.615,,,,1.0,
,,,,1.0,1763425235.4423637,193.0,37.25,491,,,193,0.5025124376570196,0.0,1.0,17.96330139,,,2.0,0.0,-0.4875,,,,2.0,
,,,,1.0,1763425235.4447184,195.0,49.5,495,,,195,0.649519052838329,0.0,1.0,17.965693833,,,2.0,0.0,-0.365,,,,2.0,
,,,,1.0,1763425235.4485412,198.0,49.5,504,,,198,0.32911813988293015,0.0,4.0,17.969508255,,,4.0,3.0,0.03250000000000003,,,,3.0,
,,,,1.0,1763425235.4612613,201.0,49.25,511,,,201,0.25,1.0,2.0,17.982226461,,,3.0,1.0,-0.22999999999999998,,,,3.0,
,,,,1.0,1763425235.463653,203.0,49.0,516,,,203,0.3500267846894006,0.0,0.0,17.984544477,,,2.0,1.0,-0.4925,,,,3.0,
,,,,1.0,1763425235.4764652,213.0,62.0,549,,,213,0.7106818908625716,0.0,3.0,17.997400466,,,2.0,0.0,0.012500000000000011,,,,3.0,
,,,,1.0,1763425235.4776495,214.0,49.75,551,,,214,0.8329278180010558,0.0,2.0,17.998560914,,,2.0,1.0,-0.2375,,,,2.0,
,,,,1.0,1763425235.478866,215.0,51.0,553,,,215,0.5494258366695182,0.0,3.0,17.999838864,,,2.0,0.0,-0.09749999999999998,,,,3.0,
,,,,1.0,1763425235.4813116,217.0,24.5,558,,,217,0.5494770240874499,0.0,3.0,18.002217712,,,3.0,4.0,-0.355,,,,2.0,
,,,,1.0,1763425235.491536,225.0,49.5,580,,,225,0.5,0.0,0.0,18.012416259,,,2.0,1.0,-0.49,,,,2.0,
,,,,1.0,1763425235.495391,228.0,26.25,590,,,228,0.44572272771309296,1.0,4.0,18.016270873,,,5.0,1.0,-0.19249999999999992,,,,2.0,
,,,,1.0,1763425235.5015967,233.0,49.5,604,,,233,0.5601506493792541,0.0,2.0,18.02270537,,,2.0,2.0,-0.2375,,,,3.0,
,,,,1.0,1763425235.5027626,234.0,61.5,606,,,234,0.4316465568031326,0.0,1.0,18.024621476,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425235.5051622,236.0,36.75,610,,,236,0.41081473926820106,0.0,0.0,18.026063901,,,2.0,2.0,-0.6174999999999999,,,,2.0,
,,,,1.0,1763425235.5077024,238.0,37.0,616,,,238,0.23826193569263224,0.0,2.0,18.028644855,,,4.0,0.0,-0.34249999999999997,,,,3.0,
,,,,1.0,1763425235.5100667,240.0,74.75,620,,,240,0.8234986338786482,0.0,5.0,18.031018745,,,2.0,0.0,0.39,,,,3.0,
,,,,1.0,1763425235.5113873,241.0,60.5,624,,,241,0.41093643060697355,0.0,2.0,18.032295499,,,4.0,1.0,-0.10749999999999998,,,,3.0,
,,,,1.0,1763425235.512769,242.0,48.25,628,,,242,0.427375712927162,1.0,2.0,18.033764933,,,4.0,1.0,-0.22999999999999998,,,,3.0,
,,,,1.0,1763425235.5194943,247.0,36.5,642,,,247,0.41535376488001163,0.0,2.0,18.040453333,,,4.0,0.0,-0.3475,,,,3.0,
,,,,1.0,1763425235.5206764,248.0,26.25,644,,,248,0.5178018443381599,0.0,2.0,18.041625967,,,2.0,0.0,-0.4725,,,,2.0,
,,,,1.0,1763425235.5246878,251.0,36.5,654,,,251,0.2179879583830263,0.0,2.0,18.045580356,,,3.0,2.0,-0.3575,,,,3.0,
,,,,1.0,1763425235.53499,259.0,37.0,674,,,259,0.35709767571352236,0.0,1.0,18.055902243,,,2.0,2.0,-0.4875,,,,3.0,
,,,,1.0,1763425235.5374885,261.0,50.5,679,,,261,0.4266365549270245,0.0,1.0,18.058427141,,,2.0,0.0,-0.3525,,,,3.0,
,,,,1.0,1763425235.5424361,265.0,49.5,688,,,265,0.5601506493792541,0.0,2.0,18.063367145,,,2.0,2.0,-0.2375,,,,3.0,
,,,,1.0,1763425235.5475106,269.0,38.25,698,,,269,0.375066660741794,0.0,1.0,18.068563424,,,2.0,0.0,-0.475,,,,3.0,
,,,,1.0,1763425235.54873,270.0,61.25,700,,,270,0.4100609710762535,0.0,0.0,18.069679829,,,2.0,0.0,-0.37,,,,3.0,
,,,,1.0,1763425235.551137,272.0,36.75,704,,,272,0.41081473926820106,0.0,0.0,18.072046667,,,2.0,0.0,-0.6174999999999999,,,,2.0,
,,,,1.0,1763425235.552509,273.0,38.0,708,,,273,0.578159796250137,0.0,3.0,18.073434882,,,4.0,0.0,-0.20749999999999996,,,,3.0,
,,,,1.0,1763425235.553816,274.0,36.5,711,,,274,0.5500624964492671,0.0,2.0,18.074781251,,,3.0,1.0,-0.3575,,,,3.0,
,,,,1.0,1763425235.560523,279.0,74.0,723,,,279,0.5443057504748595,0.0,1.0,18.081495205,,,2.0,0.0,-0.1175,,,,3.0,
,,,,1.0,1763425235.5647578,282.0,37.0,734,,,282,0.3535533905932738,1.0,1.0,18.085653929,,,3.0,2.0,-0.48,,,,2.0,
,,,,1.0,1763425235.5659902,283.0,62.0,736,,,283,0.7937372046212777,0.0,3.0,18.08694348,,,2.0,1.0,0.012500000000000011,,,,3.0,
,,,,1.0,1763425235.5774686,292.0,49.0,758,,,292,0.3500267846894006,0.0,0.0,18.098508783,,,2.0,1.0,-0.4925,,,,3.0,
,,,,1.0,1763425235.5997806,302.0,49.25,779,,,302,0.3535533905932738,0.0,0.0,18.120732629,,,2.0,0.0,-0.49,,,,3.0,
,,,,1.0,1763425235.6111746,311.0,35.75,803,,,311,0.26,0.0,3.0,18.13211229,,,4.0,2.0,-0.22999999999999998,,,,3.0,
,,,,1.0,1763425235.617478,316.0,52.0,816,,,316,0.6808588326518207,0.0,3.0,18.138466626,,,3.0,0.0,-0.07749999999999996,,,,3.0,
,,,,1.0,1763425235.6240387,321.0,49.0,827,,,321,0.3500267846894006,0.0,0.0,18.145082115,,,2.0,1.0,-0.4925,,,,3.0,
,,,,1.0,1763425235.6255014,322.0,62.75,829,,,322,0.439715817318413,0.0,1.0,18.146488344,,,2.0,1.0,-0.22999999999999998,,,,3.0,
,,,,1.0,1763425235.6281276,324.0,50.75,833,,,324,0.42871902220452035,0.0,1.0,18.149187583,,,2.0,0.0,-0.35,,,,3.0,
,,,,1.0,1763425235.6328745,327.0,27.75,847,,,327,0.04387482193696064,0.0,6.0,18.154046197,,,5.0,3.0,0.07500000000000008,,,,3.0,
,,,,1.0,1763425235.6370203,330.0,51.5,854,,,330,0.5969244089497431,0.0,2.0,18.157988422,,,3.0,0.0,-0.20749999999999996,,,,3.0,
,,,,1.0,1763425235.6396244,332.0,61.75,859,,,332,0.7429165498223874,0.0,2.0,18.160545313,,,2.0,0.0,-0.11499999999999999,,,,3.0,
,,,,1.0,1763425235.6459174,337.0,61.75,870,,,337,0.5590169943749475,0.0,1.0,18.166878005,,,2.0,0.0,-0.24,,,,3.0,
,,,,1.0,1763425235.649829,340.0,38.25,879,,,340,0.375066660741794,0.0,1.0,18.170664989,,,2.0,1.0,-0.475,,,,3.0,
,,,,1.0,1763425235.651052,341.0,49.0,881,,,341,0.3500267846894006,0.0,0.0,18.171885457,,,2.0,1.0,-0.4925,,,,3.0,
,,,,1.0,1763425235.6655083,352.0,49.5,907,,,352,0.649519052838329,0.0,1.0,18.186450663,,,2.0,0.0,-0.365,,,,2.0,
,,,,1.0,1763425235.6669796,353.0,12.0,911,,,353,0.41081473926820106,3.0,2.0,18.187964679,,,4.0,4.0,-0.5974999999999999,,,,1.0,
,,,,1.0,1763425235.678448,354.0,24.5,913,,,354,0.25,0.0,0.0,18.199532342,,,2.0,1.0,-0.74,,,,2.0,
,,,,1.0,1763425235.6832132,358.0,49.25,921,,,358,0.4146383966783588,0.0,1.0,18.20400801,,,2.0,2.0,-0.365,,,,3.0,
,,,,1.0,1763425235.6880403,362.0,25.5,933,,,362,0.22531921799970814,0.0,1.0,18.208819787,,,3.0,0.0,-0.5925,,,,3.0,
,,,,1.0,1763425235.6902175,364.0,49.25,937,,,364,0.4146383966783588,0.0,1.0,18.211075529,,,2.0,1.0,-0.365,,,,3.0,
,,,,1.0,1763425235.6974838,370.0,50.75,950,,,370,0.5662817320027196,0.0,2.0,18.21831193,,,2.0,0.0,-0.22499999999999998,,,,3.0,
,,,,1.0,1763425235.7036717,375.0,17.5,962,,,375,0.8940218118144545,1.0,5.0,18.22456959,,,4.0,2.0,-0.16499999999999992,,,,2.0,
,,,,1.0,1763425236.2782469,392.0,74.25,1008,,,396,0.6123724356957945,0.0,2.0,18.799363448,,,2.0,1.0,0.010000000000000007,,,,3.0,
,,,,1.0,1763425236.37819,394.0,37.0,1013,,,398,0.5000499975002499,0.0,1.0,18.899390283,,,2.0,0.0,-0.49,,,,2.0,
,,,,1.0,1763425236.5589616,397.0,50.5,1021,,,401,0.4266365549270245,0.0,1.0,19.080188363,,,2.0,1.0,-0.3525,,,,3.0,
,,,,1.0,1763425236.7159019,400.0,49.25,1027,,,404,0.49751256265545696,0.0,0.0,19.237107227,,,2.0,0.0,-0.4925,,,,2.0,
,,,,1.0,1763425236.7631774,401.0,37.25,1029,,,405,0.823874231906788,0.0,2.0,19.284381478,,,2.0,1.0,-0.36249999999999993,,,,2.0,
,,,,1.0,1763425236.8111744,402.0,61.5,1031,,,406,0.5579146440092785,0.0,1.0,19.332496038,,,2.0,1.0,-0.2425,,,,3.0,
,,,,1.0,1763425236.8815389,403.0,24.0,1034,,,407,0.21365860619221497,0.0,1.0,19.402929817,,,3.0,1.0,-0.61,,,,2.0,
,,,,1.0,1763425237.6057985,417.0,24.75,1063,,,421,0.4183524232032127,0.0,1.0,20.12704993,,,2.0,1.0,-0.6125,,,,2.0,
,,,,1.0,1763425237.8272958,421.0,37.75,1072,,,425,0.37155080406318597,0.0,1.0,20.348562861,,,3.0,2.0,-0.47,,,,3.0,
,,,,1.0,1763425238.1167407,425.0,39.75,1084,,,429,0.44189930979805797,0.0,2.0,20.637973217,,,2.0,0.0,-0.33499999999999996,,,,3.0,
,,,,1.0,1763425238.189427,426.0,36.25,1087,,,430,0.0050000000000000044,0.0,1.0,20.710714679,,,3.0,1.0,-0.485,,,,3.0,
,,,,1.0,1763425238.7989686,437.0,61.25,1112,,,441,0.4100609710762535,0.0,0.0,21.320152095,,,2.0,0.0,-0.37,,,,3.0,
,,,,1.0,1763425239.0218906,440.0,36.75,1121,,,444,0.4344752582138596,0.0,3.0,21.543244811,,,3.0,1.0,-0.23249999999999998,,,,2.0,
,,,,1.0,1763425239.1740515,443.0,61.5,1127,,,447,0.5579146440092785,0.0,1.0,21.695551926,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425239.3485272,446.0,74.0,1134,,,450,0.5443057504748594,0.0,1.0,21.86993754,,,2.0,1.0,-0.1175,,,,3.0,
,,,,1.0,1763425239.74344,452.0,73.75,1150,,,456,0.43014532428006236,0.0,0.0,22.264553066,,,2.0,0.0,-0.245,,,,3.0,
