mean_final_energy,std_episode_reward,episode_length,_runtime,robot_2/q_mean,total_kills_per_episode,total_charges_per_episode,robot_1/q_mean,_timestamp,robot_2/loss,survival_rate,mean_episode_reward,robot_1/q_std,robot_3/q_std,total_immediate_kills_per_episode,total_agent_collisions_per_episode,total_non_home_charges_per_episode,_step,epsilon,robot_0/q_std,robot_2/q_std,episode,robot_3/loss,robot_3/q_mean,global_step,robot_0/loss,robot_1/loss,robot_0/q_mean
,,,1578.664161688,,,,,1763502829.7234383,,,,,229.4289093017578,,,,1875,,,,,255.3082275390625,248.20635986328125,66000,,,
62.5,13.628738707231873,84.0,1580.637779178,,0.0,263.0,,1763502831.6966164,,3.0,33.33750000000002,,,0.0,0.0,0.0,1876,0.01,,,1612.0,,,66081,,,
51.25,29.615535196919872,139.0,1584.02663833,,0.0,317.0,,1763502835.085416,,3.0,40.52499999999997,,,0.0,0.0,0.0,1877,0.01,,,1613.0,,,66220,,,
62.5,14.753644253200564,111.0,1595.599533153,,0.0,323.0,,1763502846.6582658,,3.0,41.10749999999998,,,0.0,0.0,0.0,1879,0.01,,,1615.0,,,66690,,,
75.0,16.800893391424157,206.0,1604.015674169,,0.0,738.0,,1763502855.0746388,,3.0,94.05750000000037,,,0.0,0.0,0.0,1886,0.01,,,1618.0,,,67034,,,
,,,1627.325375248,,,,,1763502878.3846307,,,,,255.04798889160156,,,,1895,,,,,5686.16650390625,244.02792358398438,68000,,,
35.0,41.356913191749925,395.0,1633.217588305,,0.0,1305.0,,1763502884.2763627,,3.0,166.42249999999996,,,0.0,0.0,0.0,1896,0.01,,,1624.0,,,68242,,,
62.5,4.84858420056825,47.0,1649.209866239,,0.0,157.0,,1763502900.268696,,3.0,19.7175,,,0.0,0.0,0.0,1902,0.01,,,1630.0,,,68897,,,
45.0,3.5582325317494385,78.0,1651.135113459,,1.0,280.0,,1763502902.1938922,,3.0,35.227500000000035,,,0.0,2.0,0.0,1903,0.01,,,1631.0,,,68975,,,
,,,1651.78444299,20.981475830078125,,,,1763502902.8436635,0.018041586503386497,,,,,,,,1906,,,10.870224952697754,,,,69000,,,
56.25,17.01261076378343,111.0,1655.576677729,,0.0,313.0,,1763502906.63544,,3.0,39.79499999999997,,,0.0,1.0,0.0,1909,0.01,,,1633.0,,,69152,,,
,,,1676.681442087,,,,,1763502927.7404087,,,,,,,,,1918,,7.1073994636535645,,,,,70000,0.5752388834953308,,22.423282623291016
,,,1676.693215082,20.498199462890625,,,,1763502927.7524261,0.21862679719924927,,,,,,,,1920,,,11.530284881591797,,,,70000,,,
75.0,8.881090515809422,39.0,1695.958540167,,0.0,117.0,,1763502947.0173397,,3.0,14.762500000000005,,,0.0,0.0,0.0,1930,0.01,,,1650.0,,,70774,,,
,,,1701.609542048,,,,,1763502952.6684709,,,,,,,,,1934,,10.028624534606934,,,,,71000,0.04451484605669975,,19.92186737060547
50.0,36.40904789677982,196.0,1714.553745953,,0.0,311.0,,1763502965.6126077,,3.0,40.33250000000008,,,0.0,0.0,0.0,1943,0.01,,,1659.0,,,71522,,,
71.25,2.0924686377578037,8.0,1718.372735771,,0.0,23.0,,1763502969.4316227,,3.0,2.665,,,0.0,1.0,0.0,1945,0.01,,,1661.0,,,71678,,,
,,,1726.352048181,,,,,1763502977.411289,,,,,481.0029296875,,,,1950,,,,,22479.216796875,343.29833984375,72000,,,
70.0,42.70014366193642,196.0,1740.873987431,,0.0,586.0,,1763502991.9325843,,3.0,74.9075000000002,,,0.0,0.0,0.0,1953,0.01,,,1665.0,,,72590,,,
55.0,1.5216007196370536,6.0,1750.703719324,,0.0,16.0,,1763503001.7624748,,3.0,1.6075,,,0.0,0.0,0.0,1959,0.01,,,1671.0,,,72989,,,
75.0,10.110020709672169,45.0,1760.521238101,,0.0,134.0,,1763503011.57992,,3.0,16.947500000000012,,,0.0,0.0,0.0,1967,0.01,,,1675.0,,,73386,,,
62.5,29.88601292829141,145.0,1767.980228539,,0.0,398.0,,1763503019.0391114,,3.0,50.822500000000005,,,0.0,2.0,0.0,1971,0.01,,,1679.0,,,73687,,,
75.0,20.86510289334801,96.0,1771.00040284,,0.0,283.0,,1763503022.0591908,,3.0,36.08249999999998,,,0.0,2.0,0.0,1973,0.01,,,1681.0,,,73807,,,
75.0,1.3033682326955804,4.0,1780.037758684,,0.0,12.0,,1763503031.0967402,,3.0,1.2875,,,0.0,0.0,0.0,1985,0.01,,,1689.0,,,74171,,,
62.5,18.504222997737575,73.0,1798.390737468,,0.0,145.0,,1763503049.4495523,,3.0,18.477500000000006,,,0.0,0.0,0.0,1991,0.01,,,1695.0,,,74921,,,
75.0,20.429115711405615,93.0,1820.061303552,,0.0,277.0,,1763503071.120181,,3.0,35.302499999999995,,,0.0,2.0,0.0,2001,0.01,,,1701.0,,,75795,,,
47.5,28.54429485466406,182.0,1824.593675355,,0.0,351.0,,1763503075.6524773,,3.0,45.16750000000012,,,0.0,0.0,0.0,2002,0.01,,,1702.0,,,75977,,,
,,,1825.168398587,23.976572036743164,,,,1763503076.2275207,0.026757558807730675,,,,,,,,2005,,,11.087236404418945,,,,76000,,,
62.5,32.38562595890343,143.0,1828.135543627,,0.0,310.0,,1763503079.1943598,,3.0,39.802499999999974,,,0.0,0.0,0.0,2007,0.01,,,1703.0,,,76120,,,
75.0,10.260422445006842,46.0,1848.970638411,,0.0,136.0,,1763503100.0293467,,3.0,17.207500000000014,,,0.0,1.0,0.0,2016,0.01,,,1712.0,,,76979,,,
,,,1849.514334185,,,,,1763503100.573229,,,,,,,,,2017,,8.590089797973633,,,,,77000,0.006613004021346569,,23.637563705444336
,,,1849.527566305,25.127702713012695,,,,1763503100.5866745,0.04890820384025574,,,,,,,,2019,,,10.636042594909668,,,,77000,,,
62.5,29.453034966705896,166.0,1867.774048442,,0.0,422.0,,1763503118.8328826,,3.0,54.032500000000056,,,0.0,1.0,0.0,2024,0.01,,,1716.0,,,77744,,,
,,,1874.099160873,,,,,1763503125.1580756,,,,,,,,,2027,,6.493870735168457,,,,,78000,0.03192876651883125,,24.958911895751953
,,,1874.112497084,27.19598388671875,,,,1763503125.1716785,0.39231327176094055,,,,,,,,2029,,,8.763957977294922,,,,78000,,,
72.5,2.375503893913861,96.0,1875.006168539,,0.0,368.0,,1763503126.0650032,,3.0,46.682500000000005,,,0.0,0.0,0.0,2031,0.01,,,1719.0,,,78037,,,
66.25,29.980119245927014,163.0,1884.743106084,,0.0,510.0,,1763503135.801868,,3.0,65.04000000000008,,,0.0,0.0,0.0,2034,0.01,,,1722.0,,,78436,,,
50.0,21.416261782813535,103.0,1893.500980193,,0.0,146.0,,1763503144.559785,,3.0,18.777500000000018,,,0.0,0.0,0.0,2037,0.01,,,1725.0,,,78782,,,
67.5,1.4418802828251729,5.0,1893.619781696,,0.0,14.0,,1763503144.6787722,,3.0,1.4725,,,0.0,0.0,0.0,2038,0.01,,,1726.0,,,78787,,,
45.0,19.884818801035124,94.0,1896.288221809,,0.0,210.0,,1763503147.3468766,,3.0,26.637499999999992,,,0.0,0.0,0.0,2039,0.01,,,1727.0,,,78881,,,
,,,1899.66471697,,,,,1763503150.7239993,,,,,283.5758972167969,,,,2045,,,,,6763.46044921875,429.315673828125,79000,,,
63.75,9.696161611689446,44.0,1909.221875694,,1.0,129.0,,1763503160.2806075,,3.0,16.200000000000006,,,1.0,1.0,0.0,2051,0.01,,,1735.0,,,79388,,,
75.0,8.306248777276059,37.0,1910.136558379,,0.0,109.0,,1763503161.1953137,,3.0,13.742500000000003,,,0.0,0.0,0.0,2052,0.01,,,1736.0,,,79425,,,
72.5,6.87035433947915,31.0,1912.722395158,,0.0,89.0,,1763503163.7812226,,3.0,11.1575,,,0.0,0.0,0.0,2054,0.01,,,1738.0,,,79530,,,
50.0,9.767549270415797,49.0,1920.059228444,,0.0,133.0,,1763503171.1180956,,3.0,16.61250000000002,,,0.0,0.0,0.0,2058,0.01,,,1742.0,,,79805,,,
51.25,22.11396447948668,105.0,1928.700884285,,0.0,239.0,,1763503179.759602,,3.0,30.43500000000001,,,0.0,1.0,0.0,2065,0.01,,,1745.0,,,80147,,,
62.5,15.958148976306752,77.0,1937.787573989,,0.0,212.0,,1763503188.8464756,,3.0,26.892500000000013,,,0.0,1.0,0.0,2069,0.01,,,1749.0,,,80662,,,
62.5,10.066405453288684,44.0,1938.27364212,,0.0,100.0,,1763503189.332529,,3.0,12.562500000000007,,,0.0,0.0,0.0,2070,0.01,,,1750.0,,,80706,,,
,,,1941.526975701,,,,,1763503192.586325,,,,,254.5495147705078,,,,2076,,,,,530394.125,425.911376953125,81000,,,
71.25,24.81795569743808,116.0,1942.7658417,,0.0,337.0,,1763503193.8247368,,3.0,42.99499999999998,,,0.0,0.0,0.0,2077,0.01,,,1753.0,,,81106,,,
70.0,10.040095554824173,46.0,1943.880558052,,0.0,133.0,,1763503194.9393878,,3.0,16.78250000000001,,,0.0,0.0,0.0,2078,0.01,,,1754.0,,,81152,,,
62.5,12.556821602220863,68.0,1986.411964133,,0.0,190.0,,1763503237.470936,,3.0,24.052500000000027,,,0.0,0.0,0.0,2093,0.01,,,1765.0,,,82798,,,
,,,1992.38741685,,,,,1763503243.4463646,,,,,,,,,2094,,8.19287109375,,,,,83000,0.0454845055937767,,26.243213653564453
62.5,24.458511171982625,114.0,2035.267201558,,0.0,270.0,,1763503286.3260474,,3.0,34.512500000000024,,,0.0,1.0,0.0,2117,0.01,,,1781.0,,,84758,,,
47.5,10.92110428253481,62.0,2052.737589333,,0.0,182.0,,1763503303.7963939,,3.0,22.8425,,,0.0,0.0,0.0,2135,0.01,,,1795.0,,,85476,,,
,,,2065.662205421,,,,,1763503316.7213159,,,,,,,,,2141,,9.476906776428223,,,,,86000,0.05080224201083183,,25.54718017578125
53.75,1.954974424385159,62.0,2070.853174368,,0.0,234.0,,1763503321.9120007,,3.0,29.405000000000033,,,0.0,0.0,0.0,2146,0.01,,,1802.0,,,86214,,,
68.75,12.055478007943131,61.0,2072.352814974,,0.0,185.0,,1763503323.411777,,3.0,23.42000000000002,,,0.0,1.0,0.0,2147,0.01,,,1803.0,,,86275,,,
56.25,1.6430307361702103,39.0,2073.288531437,,0.0,136.0,,1763503324.3473232,,3.0,16.950000000000003,,,0.0,1.0,0.0,2148,0.01,,,1804.0,,,86314,,,
,,,2090.157379205,,,,121.54637908935547,1763503341.2166214,,,,117.1143798828125,,,,,2155,,,,,,,87000,,3064.88330078125,
75.0,11.862863008144377,63.0,2097.353002045,,0.0,186.0,,1763503348.4117274,,3.0,23.62750000000001,,,0.0,1.0,0.0,2164,0.01,,,1816.0,,,87293,,,
62.5,6.38004849119503,24.0,2100.569533046,,0.0,48.0,,1763503351.6282828,,3.0,5.862499999999998,,,0.0,0.0,0.0,2167,0.01,,,1819.0,,,87430,,,
47.5,24.72818268191177,108.0,2108.239010592,,0.0,196.0,,1763503359.2978158,,3.0,25.052500000000023,,,0.0,0.0,0.0,2172,0.01,,,1824.0,,,87739,,,
62.5,10.005686820503632,39.0,2120.848999552,,0.0,77.0,,1763503371.9077468,,3.0,9.637500000000005,,,0.0,0.0,0.0,2185,0.01,,,1833.0,,,88229,,,
50.0,30.169666367893427,143.0,2126.05770347,,0.0,230.0,,1763503377.1165218,,3.0,29.677499999999984,,,0.0,0.0,0.0,2189,0.01,,,1837.0,,,88440,,,
65.0,26.22226189233108,120.0,2133.838199899,,0.0,358.0,,1763503384.8970113,,3.0,45.59749999999996,,,0.0,0.0,0.0,2192,0.01,,,1840.0,,,88726,,,
,,,2140.516998405,,,,,1763503391.5762389,,,,,293.14501953125,,,,2197,,,,,168405.796875,425.51458740234375,89000,,,
75.0,7.296233189118888,32.0,2140.544641348,,0.0,95.0,,1763503391.6037645,,3.0,11.942499999999999,,,0.0,1.0,0.0,2198,0.01,,,1842.0,,,89002,,,
50.0,16.405144581807274,80.0,2142.557096471,,0.0,142.0,,1763503393.6159403,,3.0,18.047500000000017,,,0.0,0.0,0.0,2199,0.01,,,1843.0,,,89082,,,
73.75,15.442730490428191,70.0,2146.13441171,,0.0,208.0,,1763503397.193191,,3.0,26.43500000000003,,,0.0,1.0,0.0,2201,0.01,,,1845.0,,,89214,,,
,,,2161.156305392,,,,,1763503412.2155776,,,,,,,,,2208,,10.842525482177734,,,,,90000,0.6584654450416565,,24.95668601989746
,,,2161.164780013,,,,,1763503412.2243261,,,,,257.6082763671875,,,,2211,,,,,3734.4345703125,395.7450256347656,90000,,,
56.25,24.930130866082596,148.0,2162.283563965,,0.0,379.0,,1763503413.342796,,3.0,48.41500000000003,,,0.0,1.0,0.0,2212,0.01,,,1852.0,,,90103,,,
62.5,8.486829134017016,39.0,2166.560484955,,0.0,112.0,,1763503417.6196837,,3.0,14.012500000000001,,,0.0,0.0,0.0,2214,0.01,,,1854.0,,,90493,,,
62.5,34.386898213563896,225.0,2171.120402187,,0.0,682.0,,1763503422.1795456,,3.0,87.1225000000004,,,0.0,0.0,0.0,2216,0.01,,,1856.0,,,90850,,,
,,,2172.776643752,,,,,1763503423.8360798,,,,,283.53582763671875,,,,2220,,,,,15202.4560546875,553.3159790039062,91000,,,
62.5,35.82558469515888,169.0,2176.449161766,,0.0,391.0,,1763503427.50828,,3.0,50.1875000000001,,,0.0,4.0,0.0,2223,0.01,,,1859.0,,,91334,,,
33.75,20.242305328198196,141.0,2177.98610737,,0.0,364.0,,1763503429.0450451,,3.0,46.24500000000006,,,0.0,6.0,0.0,2224,0.01,,,1860.0,,,91475,,,
48.75,25.685145025870526,131.0,2180.422778614,,0.0,382.0,,1763503431.4816375,,3.0,48.54500000000003,,,0.0,0.0,0.0,2225,0.01,,,1861.0,,,91606,,,
75.0,2.065797364215594,68.0,2181.879819965,,0.0,262.0,,1763503432.938636,,3.0,33.17750000000002,,,0.0,0.0,0.0,2226,0.01,,,1862.0,,,91674,,,
62.5,6.886037957345291,45.0,2183.013295273,,0.0,119.0,,1763503434.0716732,,3.0,14.947500000000002,,,0.0,1.0,0.0,2227,0.01,,,1863.0,,,91719,,,
,,,2189.488123214,,,,,1763503440.5471823,,,,,,,,,2229,,8.879226684570312,,,,,92000,0.06395640224218369,,27.525184631347656
,,,2189.496144968,27.68364715576172,,,,1763503440.5553985,0.00890311598777771,,,,,,,,2231,,,12.635733604431152,,,,92000,,,
42.5,18.342205940126142,99.0,2195.858762954,,1.0,207.0,,1763503446.917523,,3.0,26.2875,,,0.0,3.0,0.0,2235,0.01,,,1867.0,,,92280,,,
,,,2213.218562352,,,,121.03028106689453,1763503464.2777607,,,,114.96601104736328,,,,,2241,,,,,,,93000,,2147.775146484375,
62.5,15.059051057420554,102.0,2224.58665712,,0.0,284.0,,1763503475.6455724,,3.0,36.1425,,,0.0,1.0,0.0,2248,0.01,,,1876.0,,,93464,,,
75.0,16.315752166234947,88.0,2227.399588386,,0.0,276.0,,1763503478.4583356,,3.0,35.127500000000005,,,0.0,0.0,0.0,2250,0.01,,,1878.0,,,93580,,,
,,,2237.630240662,,,,,1763503488.6893876,,,,,,,,,2253,,9.99611759185791,,,,,94000,0.07437404245138168,,27.097551345825195
75.0,18.90330708500491,269.0,2252.840052168,,0.0,943.0,,1763503503.898869,,3.0,120.31250000000051,,,0.0,1.0,0.0,2260,0.01,,,1884.0,,,94623,,,
75.0,21.10823343508421,185.0,2275.720451789,,0.0,626.0,,1763503526.779267,,3.0,79.84750000000015,,,0.0,0.0,0.0,2272,0.01,,,1892.0,,,95553,,,
,,,2286.692491599,,,,,1763503537.7514496,,,,,,,,,2274,,10.202326774597168,,,,,96000,0.024233553558588028,,27.771766662597656
75.0,14.60098519792416,69.0,2303.027618718,,0.0,204.0,,1763503554.0864143,,3.0,25.937500000000025,,,0.0,1.0,0.0,2280,0.01,,,1896.0,,,96666,,,
,,,2311.176774134,,,,,1763503562.2357044,,,,,,,,,2282,,9.276612281799316,,,,,97000,0.1984371393918991,,29.413166046142578
52.5,5.579607401063271,31.0,2335.132395132,,0.0,93.0,,1763503586.1911864,,3.0,11.457499999999998,,,0.0,1.0,0.0,2294,0.01,,,1906.0,,,97967,,,
,,,2335.957827096,,,,,1763503587.0168207,,,,,,,,,2295,,11.555717468261719,,,,,98000,0.02950126677751541,,27.397541046142578
,,,2335.976165051,,,,,1763503587.0354264,,,,,257.04156494140625,,,,2298,,,,,800.5753784179688,426.6470031738281,98000,,,
67.5,11.67552006336334,208.0,2370.156816626,,0.0,736.0,,1763503621.2156248,,3.0,93.7525000000004,,,0.0,0.0,0.0,2309,0.01,,,1913.0,,,99290,,,
53.75,3.869437943681236,48.0,2371.325322959,,0.0,161.0,,1763503622.3841078,,3.0,20.140000000000022,,,0.0,1.0,0.0,2310,0.01,,,1914.0,,,99338,,,
62.5,8.989578341056943,202.0,2376.310481312,,0.0,695.0,,1763503627.36931,,3.0,88.5175000000003,,,0.0,0.0,0.0,2311,0.01,,,1915.0,,,99540,,,
56.25,10.262013691279126,64.0,2377.896539798,,0.0,185.0,,1763503628.955318,,3.0,23.325000000000003,,,0.0,5.0,0.0,2312,0.01,,,1916.0,,,99604,,,
,,,2387.548759924,,,,195.443359375,1763503638.6079853,,,,160.19419860839844,,,,,2317,,,,,,,100000,,173.7928466796875,
,,,2387.554957655,30.74053955078125,,,,1763503638.6143394,0.006226292811334133,,,,,,,,2318,,,12.558238983154297,,,,100000,,,
28.75,10.543335572768234,80.0,2393.482847829,,0.0,156.0,,1763503644.5417686,,3.0,19.584999999999994,,,0.0,0.0,0.0,2322,0.01,,,1922.0,,,100249,,,
71.25,4.703820255919649,74.0,2395.259377736,,0.0,267.0,,1763503646.3183694,,3.0,33.825,,,0.0,0.0,0.0,2323,0.01,,,1923.0,,,100323,,,
43.75,16.658524094288722,126.0,2398.332605676,,0.0,390.0,,1763503649.3907878,,3.0,49.445000000000036,,,0.0,0.0,0.0,2324,0.01,,,1924.0,,,100449,,,
,,,2411.480237643,,,,192.270751953125,1763503662.5395007,,,,143.22328186035156,,,,,2329,,,,,,,101000,,36.365943908691406,
,,,2411.48648937,29.44174575805664,,,,1763503662.5457087,0.013634489849209785,,,,,,,,2330,,,13.441598892211914,,,,101000,,,
,,,2435.499305938,,,,,1763503686.5582745,,,,,,,,,2339,,13.401281356811523,,,,,102000,0.05295321345329285,,26.3428955078125
50.0,19.482685101134827,342.0,2439.851532554,,0.0,1225.0,,1763503690.910548,,3.0,156.04250000000013,,,0.0,0.0,0.0,2343,0.01,,,1935.0,,,102265,,,
50.0,57.96670396658772,279.0,2445.106820711,,0.0,611.0,,1763503696.1656177,,3.0,78.66250000000032,,,0.0,1.0,0.0,2344,0.01,,,1936.0,,,102544,,,
,,,2456.031935864,,,,,1763503707.0908432,,,,,,,,,2348,,12.727855682373047,,,,,103000,0.043838754296302795,,27.489784240722656
62.5,26.024075752079995,125.0,2462.918788657,,0.0,356.0,,1763503713.9774103,,3.0,45.37249999999993,,,0.0,0.0,0.0,2354,0.01,,,1942.0,,,103283,,,
66.25,13.45555368611788,80.0,2469.757840622,,0.0,249.0,,1763503720.8165991,,3.0,31.585000000000015,,,0.0,1.0,0.0,2356,0.01,,,1944.0,,,103511,,,
62.5,1.434841019067961,29.0,2477.499120875,,0.0,110.0,,1763503728.557732,,3.0,13.662499999999998,,,0.0,1.0,0.0,2360,0.01,,,1948.0,,,103792,,,
,,,2483.105853928,,,,,1763503734.1647894,,,,,,,,,2363,,13.300793647766113,,,,,104000,0.10890692472457886,,26.826608657836914
62.5,36.22421522614426,252.0,2489.126642517,,0.0,742.0,,1763503740.185549,,3.0,94.89250000000033,,,0.0,3.0,0.0,2367,0.01,,,1951.0,,,104231,,,
62.5,10.393749022850225,123.0,2511.879797405,,0.0,415.0,,1763503762.9385746,,3.0,52.72749999999992,,,0.0,0.0,0.0,2379,0.01,,,1959.0,,,105229,,,
71.25,3.1692349234476116,54.0,2526.730368567,,0.0,202.0,,1763503777.7892344,,3.0,25.50000000000003,,,0.0,0.0,0.0,2386,0.01,,,1966.0,,,105847,,,
75.0,11.479166727162745,51.0,2529.775226665,,0.0,153.0,,1763503780.833811,,3.0,19.38250000000002,,,0.0,0.0,0.0,2388,0.01,,,1968.0,,,105974,,,
,,,2530.377417802,,,,,1763503781.4363868,,,,,,,,,2389,,13.713348388671875,,,,,106000,0.047674477100372314,,26.976531982421875
,,,2530.383317827,,,,194.9246368408203,1763503781.4424796,,,,141.67080688476562,,,,,2390,,,,,,,106000,,289.80926513671875,
75.0,4.056632686107998,79.0,2537.74278583,,0.0,289.0,,1763503788.8015907,,3.0,36.66250000000002,,,0.0,1.0,0.0,2394,0.01,,,1970.0,,,106299,,,
,,,2556.017079972,,,,177.99227905273438,1763503807.0762856,,,,152.97927856445312,,,,,2400,,,,,,,107000,,9.142080307006836,
62.5,12.609421824572305,125.0,2571.662432339,,0.0,388.0,,1763503822.720376,,3.0,49.37249999999992,,,0.0,0.0,0.0,2409,0.01,,,1981.0,,,107643,,,
,,,2580.210100999,,,,,1763503831.2693448,,,,,357.6785583496094,,,,2415,,,,,213.56410217285156,728.1669921875,108000,,,
75.0,3.949211155408118,92.0,2600.873169617,,0.0,340.0,,1763503851.9318957,,3.0,43.167499999999976,,,0.0,0.0,0.0,2424,0.01,,,1992.0,,,108868,,,
,,,2604.06614032,,,,,1763503855.1251407,,,,,,,,,2426,,14.800603866577148,,,,,109000,0.02786269783973694,,26.608436584472656
62.5,4.778861658386859,24.0,2604.357541813,,0.0,68.0,,1763503855.4163675,,3.0,8.362499999999999,,,0.0,1.0,0.0,2430,0.01,,,1994.0,,,109012,,,
